id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
71527645,2021-03-18 1:38:00 PM PDT,18/03/2021,2021-03-18 20:38:00 UTC,Pacific Time (US & Canada),4118444,tere38,Tere Hernández,2021-03-19 02:37:56 UTC,2021-03-19 03:08:25 UTC,research,,https://www.inaturalist.org/observations/71527645,https://static.inaturalist.org/photos/116469717/medium.jpeg,,,Estaba en el patio de mi casa en una flor; en ocasiones se reúnen varias al rededor,2,0,false,2,"Xicotencatlleyva, Tijuana, B.C., México",32.48169614,-117.0691528,32,,,,32,,,false,gps,gps,Western Honey Bee,Apis mellifera,Abeja melífera europea,Insecta,47219
72483663,2021-03-30 3:38:38 PM PDT,30/03/2021,2021-03-30 22:38:38 UTC,Pacific Time (US & Canada),736338,shargarcia,Shar Garcia,2021-03-30 22:42:18 UTC,2022-01-08 19:20:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72483663,https://inaturalist-open-data.s3.amazonaws.com/photos/118184233/medium.jpeg,,,,3,1,false,2,"Libertad, 22400 Tijuana, B.C., Mexico",32.53776667,-117.0179944,,,,,,,,false,gps,gps,Valley Carpenter Bee,Xylocopa sonorina,Abejorro carpintero de Sonora,Insecta,244216
72607806,Wed Mar 31 2021 13:46:56 GMT-0700 (PDT),31/03/2021,2021-03-31 20:46:56 UTC,Pacific Time (US & Canada),767939,biocowboy,Jorge Ayón,2021-04-01 14:38:34 UTC,2021-04-01 23:04:17 UTC,research,,https://www.inaturalist.org/observations/72607806,https://static.inaturalist.org/photos/118410213/medium.jpg,,,,2,0,false,3,"Avenida Circunvalación, Tijuana, BC , MX",32.52621167,-116.9863133,27,,,,27,,,false,,,Western Honey Bee,Apis mellifera,Abeja melífera europea,Insecta,47219
72616313,Wed Mar 31 2021 11:32:22 GMT-0700 (PDT),31/03/2021,2021-03-31 18:32:22 UTC,Pacific Time (US & Canada),767939,biocowboy,Jorge Ayón,2021-04-01 16:49:44 UTC,2022-02-01 05:22:52 UTC,research,,https://www.inaturalist.org/observations/72616313,https://static.inaturalist.org/photos/118425904/medium.jpg,,,En mi aguachile ,3,0,false,3,"Calle Perimetral, Tijuana, BC , MX",32.48725833,-116.925505,7,,,,7,,,false,,,Abeja melífera europea,Apis mellifera,Abeja melífera europea,Insecta,47219
72667486,Fri Mar 26 2021 11:00:24 GMT-0700 (PDT),26/03/2021,2021-03-26 18:00:24 UTC,Pacific Time (US & Canada),4133663,angelafig,,2021-04-02 07:01:37 UTC,2022-09-07 04:31:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72667486,https://inaturalist-open-data.s3.amazonaws.com/photos/118519492/medium.jpg,,,"Hexapoda—Hymenoptera
-2 pairs of membranous wings, 3 pairs of legs on thorax",3,0,false,3,"E San Ysidro Blvd, CA, US",32.54254317,-117.0285542,144,,,,144,,,false,,,Westliche Honigbiene,Apis mellifera,Abeja melífera europea,Insecta,47219
72756620,2021/04/02 5:08 PM PDT,02/04/2021,2021-04-03 00:08:00 UTC,Tijuana,175484,c_meling,Cristian Meling,2021-04-03 06:08:34 UTC,2022-10-09 07:05:57 UTC,research,CC-BY,https://www.inaturalist.org/observations/72756620,https://inaturalist-open-data.s3.amazonaws.com/photos/118678729/medium.jpeg,,,,2,0,false,,"Tijuana, B.C., México",32.35411054,-116.6889434,8,,,,8,,,false,,,Western Honey Bee,Apis mellifera,Abeja melífera europea,Insecta,47219
72756622,2021/04/02 5:08 PM PDT,02/04/2021,2021-04-03 00:08:00 UTC,Tijuana,175484,c_meling,Cristian Meling,2021-04-03 06:08:35 UTC,2022-02-01 05:22:53 UTC,research,CC-BY,https://www.inaturalist.org/observations/72756622,https://inaturalist-open-data.s3.amazonaws.com/photos/118678783/medium.jpeg,,,,2,0,false,,"Tijuana, B.C., México",32.35381192,-116.6894809,8,,,,8,,,false,,,Western Honey Bee,Apis mellifera,Abeja melífera europea,Insecta,47219
73731635,2021-04-12 3:55:47 AM PDT,12/04/2021,2021-04-12 10:55:47 UTC,Pacific Time (US & Canada),2382094,srsvivos,srsvivos,2021-04-12 11:09:39 UTC,2022-09-07 04:31:23 UTC,research,CC-BY,https://www.inaturalist.org/observations/73731635,https://inaturalist-open-data.s3.amazonaws.com/photos/120412528/medium.jpeg,,,,2,0,false,2,"Emperadores, 22117 Tijuana, B.C., México",32.48823288,-116.9651823,4,,,,4,,,false,gps,gps,Abeja melífera europea,Apis mellifera,Abeja melífera europea,Insecta,47219
75492774,Tue Apr 27 2021 17:32:00 GMT-0700 (PDT),27/04/2021,2021-04-28 00:32:00 UTC,Pacific Time (US & Canada),4290912,karlasandez,,2021-04-28 00:33:15 UTC,2022-02-01 09:19:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75492774,https://inaturalist-open-data.s3.amazonaws.com/photos/123515566/medium.jpg,,,,6,0,false,3,"Avenida Río Nazas, Tijuana, BC , MX",32.51945127,-117.0177311,13517,,,,13517,,,false,,,Abeja melífera europea,Apis mellifera,Abeja melífera europea,Insecta,47219
78016467,Thu May 06 2021 08:40:30 GMT-0700 (PDT),06/05/2021,2021-05-06 15:40:30 UTC,Pacific Time (US & Canada),246499,sulavanderplank,Sula Vanderplank,2021-05-09 05:14:41 UTC,2021-06-28 08:16:31 UTC,research,CC-BY,https://www.inaturalist.org/observations/78016467,https://inaturalist-open-data.s3.amazonaws.com/photos/127634020/medium.jpg,,,,3,0,false,3,"Tijuana, BC , MX",32.49666167,-116.72377,4,,,,4,,,false,,,Western Honey Bee,Apis mellifera,Abeja melífera europea,Insecta,47219
79466880,2021/03/31 12:23 PM PDT,31/03/2021,2021-03-31 19:23:00 UTC,Pacific Time (US & Canada),1935956,alex_vchiu,,2021-05-20 00:13:11 UTC,2022-01-08 19:27:40 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/79466880,https://inaturalist-open-data.s3.amazonaws.com/photos/130158026/medium.jpg,,,,1,0,false,,"Santa Anita, B.C., Mexico",32.3630555,-116.8019444,1832,,,,1832,,,false,,,Furrow Bees,Halictus,Abejas negras del sudor,Insecta,57677
80035376,Sun May 23 2021 16:32:19 GMT-0700 (PDT),23/05/2021,2021-05-23 23:32:19 UTC,Pacific Time (US & Canada),4287543,navarromariana,,2021-05-23 23:33:14 UTC,2022-02-01 05:21:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/80035376,https://inaturalist-open-data.s3.amazonaws.com/photos/131138410/medium.jpg,,,,4,0,false,3,,32.42749356,-117.0822641,340,,,,29093,obscured,,true,,,Abeja melífera europea,Apis mellifera,Abeja melífera europea,Insecta,47219
81542149,Mon May 17 2021 15:19:00 GMT-0700 (PDT),17/05/2021,2021-05-17 22:19:00 UTC,Tijuana,2037698,ianbravo_04,Ian Bravo,2021-06-04 10:09:38 UTC,2022-01-08 19:58:49 UTC,research,CC-BY,https://www.inaturalist.org/observations/81542149,https://inaturalist-open-data.s3.amazonaws.com/photos/133761505/medium.jpg,,,,2,0,false,3,"Parque Morelos, Tijuana, BC , MX",32.49847221,-116.9408481,25,,,,25,,,false,,,Abejorro carpintero hawaiana,Xylocopa sonorina,Abejorro carpintero de Sonora,Insecta,244216
83413664,Sun Mar 21 2021 09:37:04 GMT-0700 (PDT),21/03/2021,2021-03-21 16:37:04 UTC,Pacific Time (US & Canada),4553021,jeff_puga,Jeff Puga,2021-06-17 18:09:11 UTC,2021-12-11 18:37:03 UTC,research,,https://www.inaturalist.org/observations/83413664,https://static.inaturalist.org/photos/136991995/medium.jpg,,,,3,0,false,3,"Calle Tercera, Tijuana, BC, MX",32.52632167,-117.0685417,4,,,,4,,,false,,,Western Honey Bee,Apis mellifera,Abeja melífera europea,Insecta,47219
84010557,Mon Jun 21 2021 18:51:42 GMT-0700 (PDT),21/06/2021,2021-06-22 01:51:42 UTC,Pacific Time (US & Canada),4553021,jeff_puga,Jeff Puga,2021-06-22 01:52:04 UTC,2022-10-13 03:49:15 UTC,research,,https://www.inaturalist.org/observations/84010557,https://static.inaturalist.org/photos/138032633/medium.jpg,,,,4,0,false,3,"Calle Cañón de las Rosas, Tijuana, BC, MX",32.51474542,-117.0748919,17546,,,,17546,,,false,,,Abeja melífera europea,Apis mellifera,Abeja melífera europea,Insecta,47219
84359196,Thu Jun 24 2021 13:33:43 GMT-0700 (PDT),24/06/2021,2021-06-24 20:33:43 UTC,Pacific Time (US & Canada),4549661,alyssamoreno-,,2021-06-24 22:17:58 UTC,2022-02-01 05:22:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/84359196,https://inaturalist-open-data.s3.amazonaws.com/photos/138639333/medium.jpg,,,,4,0,false,3,"Playas de Tijuana Sección Jardines del Sol, Tijuana, BC, MX",32.51763,-117.1238555,12,,,,12,,,false,,,Abeja melífera europea,Apis mellifera,Abeja melífera europea,Insecta,47219
84360691,24/06/2021 14:51,24/06/2021,2021-06-24 21:51:29 UTC,Tijuana,2037698,ianbravo_04,Ian Bravo,2021-06-24 22:36:52 UTC,2022-10-13 03:49:15 UTC,research,CC-BY,https://www.inaturalist.org/observations/84360691,https://inaturalist-open-data.s3.amazonaws.com/photos/138642248/medium.jpeg,,,,2,0,false,2,,32.49124689,-116.9434647,12,,,,29093,obscured,,true,gps,gps,Abeja melífera europea,Apis mellifera,Abeja melífera europea,Insecta,47219
89876268,30/05/2021 16:28,30/05/2021,2021-05-30 23:28:51 UTC,Tijuana,2382094,srsvivos,srsvivos,2021-08-04 06:25:58 UTC,2022-02-20 05:59:13 UTC,research,CC-BY,https://www.inaturalist.org/observations/89876268,https://inaturalist-open-data.s3.amazonaws.com/photos/148467150/medium.jpeg,,,,3,0,false,2,"22430 Tijuana, B.C., México",32.53814757,-116.9408201,10,,,,10,,,false,gps,gps,California Bumble Bee,Bombus californicus,abejorro californiano,Insecta,124420
91684153,Wed Aug 18 2021 15:06:52 GMT-0700 (PDT),18/08/2021,2021-08-18 22:06:52 UTC,Pacific Time (US & Canada),2983017,robinivanvilla,Robin Ivan Villa,2021-08-18 22:08:53 UTC,2022-02-01 05:21:54 UTC,research,,https://www.inaturalist.org/observations/91684153,https://static.inaturalist.org/photos/151695851/medium.jpg,,,,3,0,false,3,"Avenida de las Américas, Tijuana, BC, MX",32.53135333,-116.9573217,16,,,,16,,,false,,,Abeja melífera europea,Apis mellifera,Abeja melífera europea,Insecta,47219
97435161,20/09/2021 12:20,20/09/2021,2021-09-20 19:20:45 UTC,Tijuana,2382094,srsvivos,srsvivos,2021-10-07 11:38:52 UTC,2022-01-08 20:26:14 UTC,research,CC-BY,https://www.inaturalist.org/observations/97435161,https://inaturalist-open-data.s3.amazonaws.com/photos/162046134/medium.jpeg,,,,2,0,false,2,INSTITUTO DE MOVILIDAD SUSTENTABLE,32.44621252,-116.8499037,4,,,,4,,,false,gps,gps,Halictus ligatus,Halictus ligatus,Halictus ligatus,Insecta,154298
98898175,09/10/2021 11:19,09/10/2021,2021-10-09 18:19:24 UTC,Tijuana,2382094,srsvivos,srsvivos,2021-10-21 17:39:59 UTC,2021-11-19 12:29:36 UTC,research,CC-BY,https://www.inaturalist.org/observations/98898175,https://inaturalist-open-data.s3.amazonaws.com/photos/164761234/medium.jpeg,,,,3,0,false,2,"22430 Tijuana, B.C., México",32.53374097,-116.9418883,4,,,,4,,,false,gps,gps,Western Honey Bee,Apis mellifera,Abeja melífera europea,Insecta,47219
108351320,21/10/2021 09:26,21/10/2021,2021-10-21 16:26:46 UTC,Tijuana,2382094,srsvivos,srsvivos,2022-03-11 06:19:48 UTC,2022-09-07 04:26:39 UTC,research,CC-BY,https://www.inaturalist.org/observations/108351320,https://inaturalist-open-data.s3.amazonaws.com/photos/182411049/medium.jpeg,,,,2,0,false,2,"Emperadores, 22117 Tijuana, B.C., México",32.48843763,-116.9650391,4,,,,4,,,false,gps,gps,Abeja melífera europea,Apis mellifera,Abeja melífera europea,Insecta,47219
108609200,Mon Mar 14 2022 13:43:57 GMT-0700 (PDT),14/03/2022,2022-03-14 20:43:57 UTC,Pacific Time (US & Canada),5420894,missgaby,,2022-03-14 20:44:11 UTC,2022-11-09 03:23:39 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/108609200,https://inaturalist-open-data.s3.amazonaws.com/photos/182895077/medium.jpg,,,,5,1,false,3,"Avenida Parque Baja California S, Tijuana, BC, MX",32.51382,-117.1125112,65,,,,65,,,false,,,Bees,Anthophila,Abejas,Insecta,630955
108639696,2019/09/06 12:25 AM CDT,06/09/2019,2019-09-06 05:25:00 UTC,Mexico City,14700,eugenia_tutor,Eugenia - Tutor,2022-03-15 06:18:38 UTC,2022-09-07 04:26:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108639696,https://inaturalist-open-data.s3.amazonaws.com/photos/182955365/medium.jpg,,,,3,0,false,,"Playas, Playas Coronado, Tijuana, B.C., México",32.53234004,-117.1149907,2,,,,2,,,false,,,Abeja melífera europea,Apis mellifera,Abeja melífera europea,Insecta,47219
108709957,Mon Mar 14 2022 13:20:44 GMT-0700 (PDT),14/03/2022,2022-03-14 20:20:44 UTC,Pacific Time (US & Canada),23646,annyperalta,Anny Peralta,2022-03-16 05:54:59 UTC,2022-03-22 13:59:35 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/108709957,https://inaturalist-open-data.s3.amazonaws.com/photos/183085600/medium.jpg,,,,1,0,false,3,"Avenida Parque Baja California N, Tijuana, BC, MX",32.514,-117.1127555,8,,,,8,,,false,,,Tripartite Sweat Bee,Halictus tripartitus,Halictus tripartitus,Insecta,309390
108736409,16/03/2022 09:58,16/03/2022,2022-03-16 16:58:36 UTC,Tijuana,5419023,karla203020,Karla,2022-03-16 17:31:53 UTC,2022-03-17 02:56:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108736409,https://inaturalist-open-data.s3.amazonaws.com/photos/183135669/medium.jpeg,,,,2,0,false,2,"Costa Hermosa, 22506 Tijuana, B.C., México",32.51420797,-117.1143564,204,,,,204,,,false,gps,gps,Western Honey Bee,Apis mellifera,Abeja melífera europea,Insecta,47219
108783599,16/03/2022 09:54,16/03/2022,2022-03-16 16:54:24 UTC,Tijuana,5420724,brenda203020,,2022-03-17 06:14:21 UTC,2022-03-18 16:04:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108783599,https://inaturalist-open-data.s3.amazonaws.com/photos/183225489/medium.jpeg,,,Abeja,2,0,false,2,CBTis 146,32.51420401,-117.1143564,203,,,,203,,,false,gps,gps,Western Honey Bee,Apis mellifera,Abeja melífera europea,Insecta,47219
109481387,25/03/2022 13:11,25/03/2022,2022-03-25 20:11:13 UTC,Tijuana,5037365,aylin_rubio,,2022-03-25 20:09:31 UTC,2022-10-09 07:05:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/109481387,https://static.inaturalist.org/photos/184530090/medium.jpeg,,,,2,0,false,2,"Chapultepec Alamar, Tijuana, B.C., México",32.51279092,-116.9573975,7,,,,7,,,false,,,Abeja melífera europea,Apis mellifera,Abeja melífera europea,Insecta,47219
109482913,Fri Mar 25 2022 13:27:21 GMT-0700 (PDT),25/03/2022,2022-03-25 20:27:21 UTC,Pacific Time (US & Canada),5037403,cesar1600,,2022-03-25 20:27:33 UTC,2022-10-09 07:05:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/109482913,https://inaturalist-open-data.s3.amazonaws.com/photos/184532588/medium.jpg,,,,2,0,false,3,"Universidad Xochicalco - Campus Tijuana, Tijuana, BC, MX",32.51269518,-116.957367,5,,,,5,,,false,,,Abeja melífera europea,Apis mellifera,Abeja melífera europea,Insecta,47219
112847883,24/04/2022 15:55,24/04/2022,2022-04-24 22:55:00 UTC,Tijuana,1479478,e-meling,Erik,2022-04-25 15:52:11 UTC,2022-04-30 12:04:42 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/112847883,https://inaturalist-open-data.s3.amazonaws.com/photos/190639963/medium.jpeg,,,,1,0,false,,"Tijuana, Baja California, Mexico",32.37429722,-116.6626444,9,,,,9,,,false,,,Diadasia australis,Diadasia australis,Abejas de nopales,Insecta,1166619
112847899,24/04/2022 15:58,24/04/2022,2022-04-24 22:58:00 UTC,Tijuana,1479478,e-meling,Erik,2022-04-25 15:52:15 UTC,2022-10-09 07:05:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/112847899,https://inaturalist-open-data.s3.amazonaws.com/photos/190640113/medium.jpeg,,,,2,0,false,,"Tijuana, Baja California, Mexico",32.37456389,-116.6627056,7,,,,7,,,false,,,Abeja melífera europea,Apis mellifera,Abeja melífera europea,Insecta,47219
112847901,24/04/2022 15:59,24/04/2022,2022-04-24 22:59:00 UTC,Tijuana,1479478,e-meling,Erik,2022-04-25 15:52:15 UTC,2022-07-25 13:44:46 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/112847901,https://inaturalist-open-data.s3.amazonaws.com/photos/190640129/medium.jpeg,,,,1,0,false,,"Tijuana, Baja California, Mexico",32.37472778,-116.662575,35,,,,35,,,false,,,Diadasia australis,Diadasia australis,Abejas de nopales,Insecta,1166619
112847930,24/04/2022 16:14,24/04/2022,2022-04-24 23:14:00 UTC,Tijuana,1479478,e-meling,Erik,2022-04-25 15:52:23 UTC,2022-05-12 03:29:31 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/112847930,https://inaturalist-open-data.s3.amazonaws.com/photos/190640412/medium.jpeg,,,,1,0,false,,"Tijuana, Baja California, Mexico",32.37613611,-116.6626667,9,,,,9,,,false,,,Diadasia australis,Diadasia australis,Abejas de nopales,Insecta,1166619
112847934,24/04/2022 16:14,24/04/2022,2022-04-24 23:14:00 UTC,Tijuana,1479478,e-meling,Erik,2022-04-25 15:52:23 UTC,2022-05-12 03:28:46 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/112847934,https://inaturalist-open-data.s3.amazonaws.com/photos/190640425/medium.jpeg,,,,1,0,false,,"Tijuana, Baja California, Mexico",32.37613611,-116.6626361,8,,,,8,,,false,,,Diadasia australis,Diadasia australis,Abejas de nopales,Insecta,1166619
112852721,24/04/2022 16:37,24/04/2022,2022-04-24 23:37:00 UTC,Tijuana,1479478,e-meling,Erik,2022-04-25 16:31:29 UTC,2022-05-09 04:57:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/112852721,https://inaturalist-open-data.s3.amazonaws.com/photos/190645275/medium.jpeg,,,,1,0,false,,"Tijuana, Baja California, Mexico",32.37511389,-116.6638111,7,,,,7,,,false,,,California Fairy Bee,Perdita californica,Perdita californica,Insecta,309374
112852724,24/04/2022 16:37,24/04/2022,2022-04-24 23:37:00 UTC,Tijuana,1479478,e-meling,Erik,2022-04-25 16:31:30 UTC,2022-05-12 03:29:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/112852724,https://inaturalist-open-data.s3.amazonaws.com/photos/190645323/medium.jpeg,,,,1,0,false,,"Tijuana, Baja California, Mexico",32.37512222,-116.6637806,5,,,,5,,,false,,,California Fairy Bee,Perdita californica,Perdita californica,Insecta,309374
112939558,23/04/2022,23/04/2022,,Tijuana,63844,agatica,Ana Gatica Colima,2022-04-26 07:19:54 UTC,2022-10-10 00:58:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/112939558,https://inaturalist-open-data.s3.amazonaws.com/photos/190810553/medium.jpeg,,,,2,0,false,,,32.52388094,-117.075585,,,,,29093,obscured,,true,,,Abeja melífera europea,Apis mellifera,Abeja melífera europea,Insecta,47219
112940247,23/04/2022,23/04/2022,,Tijuana,63844,agatica,Ana Gatica Colima,2022-04-26 07:33:00 UTC,2022-04-29 03:47:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/112940247,https://inaturalist-open-data.s3.amazonaws.com/photos/190811900/medium.jpeg,,,,2,0,false,,,32.45723931,-117.0276113,,,,,29093,obscured,,true,,,Abeja melífera europea,Apis mellifera,Abeja melífera europea,Insecta,47219
113021392,24/04/2022 16:00,24/04/2022,2022-04-24 23:00:00 UTC,Tijuana,175484,c_meling,Cristian Meling,2022-04-26 21:51:55 UTC,2022-05-14 04:21:40 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/113021392,https://inaturalist-open-data.s3.amazonaws.com/photos/190951105/medium.jpg,,,,1,0,false,,"Tijuana, Baja California, Mexico",32.37438397,-116.662706,,,,,,,,false,,,Diadasia australis,Diadasia australis,Abejas de nopales,Insecta,1166619
113021394,24/04/2022 15:59,24/04/2022,2022-04-24 22:59:00 UTC,Tijuana,175484,c_meling,Cristian Meling,2022-04-26 21:51:56 UTC,2023-01-29 00:03:00 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/113021394,https://inaturalist-open-data.s3.amazonaws.com/photos/190951153/medium.jpg,,,,2,0,false,,"Tijuana, B.C., México",32.37438397,-116.662706,,,,,,,,false,,,Lithurgopsis,Lithurgopsis,Lithurgopsis,Insecta,625686
113022414,24/04/2022 16:53,24/04/2022,2022-04-24 23:53:00 UTC,Tijuana,175484,c_meling,Cristian Meling,2022-04-26 22:00:34 UTC,2023-01-29 00:05:41 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/113022414,https://inaturalist-open-data.s3.amazonaws.com/photos/190953650/medium.jpg,,,,1,0,false,,"Tijuana, B.C., México",32.3746999,-116.6626671,,,,,,,,false,,,Diadasia australis,Diadasia australis,Abejas de nopales,Insecta,1166619
113027451,25/04/2022 17:37,25/04/2022,2022-04-26 00:37:00 UTC,Tijuana,175484,c_meling,Cristian Meling,2022-04-26 22:49:34 UTC,2022-10-09 07:05:05 UTC,research,CC-BY,https://www.inaturalist.org/observations/113027451,https://inaturalist-open-data.s3.amazonaws.com/photos/190960356/medium.jpeg,,,,2,0,false,,"Tijuana, B.C., México",32.37579773,-116.6684945,15,,,,15,,,false,,,Western Honey Bee,Apis mellifera,Abeja melífera europea,Insecta,47219
113048834,26/04/2022 16:46,26/04/2022,2022-04-26 23:46:44 UTC,Tijuana,5483926,mayder,Mayder Ruiz Velázquez,2022-04-27 02:35:15 UTC,2022-10-09 07:05:00 UTC,research,,https://www.inaturalist.org/observations/113048834,https://static.inaturalist.org/photos/191002567/medium.jpeg,,,,3,0,false,2,Facultad de Contaduría y Administración,32.53207635,-116.9619013,211,,,,211,,,false,,,Western Honey Bee,Apis mellifera,Abeja melífera europea,Insecta,47219
114909441,2022-05-02 15:42:16-07:00,02/05/2022,2022-05-02 22:42:16 UTC,Tijuana,5420833,valecastorena,,2022-05-02 22:42:23 UTC,2022-10-09 07:06:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/114909441,https://inaturalist-open-data.s3.amazonaws.com/photos/193984904/medium.jpg,,,,3,0,false,3,"Avenida Parque Baja California Norte, Tijuana, BC, MX",32.51427,-117.1145695,35,,,,35,,,false,,,Abeja melífera europea,Apis mellifera,Abeja melífera europea,Insecta,47219
117198139,2022-05-15 12:57:49-07:00,15/05/2022,2022-05-15 19:57:49 UTC,Tijuana,5653791,angelicabanuelos,,2022-05-15 20:03:58 UTC,2022-05-16 06:31:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/117198139,https://inaturalist-open-data.s3.amazonaws.com/photos/197900113/medium.jpg,,,,2,0,false,3,"Tijuana, BC, MX",32.35771204,-116.8773519,47516,,,,47516,,,false,,,Western Honey Bee,Apis mellifera,Abeja melífera europea,Insecta,47219
117534681,27/02/2022 13:11,27/02/2022,2022-02-27 21:11:19 UTC,Tijuana,2382094,srsvivos,srsvivos,2022-05-18 01:34:50 UTC,2022-09-07 04:24:50 UTC,research,CC-BY,https://www.inaturalist.org/observations/117534681,https://inaturalist-open-data.s3.amazonaws.com/photos/198509102/medium.jpeg,,,,2,0,false,2,"Rio Tijuana 3ra Etapa, 22226 Tijuana, B.C., México",32.49919123,-116.93642,4,,,,4,,,false,gps,gps,Western Honey Bee,Apis mellifera,Abeja melífera europea,Insecta,47219
117742004,2022-05-18 13:34:00-07:00,18/05/2022,2022-05-18 20:34:00 UTC,Tijuana,5680274,azul_mj,,2022-05-19 15:59:29 UTC,2022-09-07 04:24:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/117742004,https://inaturalist-open-data.s3.amazonaws.com/photos/198877216/medium.jpg,,,La abeja ,3,0,false,3,"Preparatoria Federal Lázaro Cárdenas, Tijuana, BC, MX",32.51526206,-117.003941,16,,,,16,,,false,,,Western Honey Bee,Apis mellifera,Abeja melífera europea,Insecta,47219
118720658,25/05/2022 17:23,25/05/2022,2022-05-26 00:23:49 UTC,Tijuana,5728490,danna116,Danna Cervantes,2022-05-26 00:24:32 UTC,2022-09-07 10:27:43 UTC,research,,https://www.inaturalist.org/observations/118720658,https://static.inaturalist.org/photos/200619167/medium.jpeg,,,,3,0,false,2,"El Florido 1ra y 2da Secc, 22237 Tijuana, B.C., México",32.46347,-116.87552,4,,,,4,,,false,,,Western Honey Bee,Apis mellifera,Abeja melífera europea,Insecta,47219
118798852,26/05/2022 09:18,26/05/2022,2022-05-26 16:18:20 UTC,Tijuana,5730901,joex830,joex830,2022-05-26 16:19:17 UTC,2022-10-09 07:04:48 UTC,research,,https://www.inaturalist.org/observations/118798852,https://static.inaturalist.org/photos/200757210/medium.jpeg,,,,4,1,false,2,"Jardines de La Mesa, 22126 Tijuana, B.C., México",32.46009882,-116.933123,5,,,,5,,,false,,,Western Honey Bee,Apis mellifera,Abeja melífera europea,Insecta,47219
118934546,2022-05-27 09:15:28-07:00,27/05/2022,2022-05-27 16:15:28 UTC,Tijuana,5733471,alma_riv18,,2022-05-27 16:17:32 UTC,2022-09-07 04:24:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/118934546,https://inaturalist-open-data.s3.amazonaws.com/photos/201002702/medium.jpg,,,,3,0,false,3,"Calle Primero de Octubre, Tijuana, BC, MX",32.4595479,-116.9342929,16,,,,16,,,false,,,Western Honey Bee,Apis mellifera,Abeja melífera europea,Insecta,47219
119137666,28/05/2022 13:45,28/05/2022,2022-05-28 20:45:45 UTC,Tijuana,2037698,ianbravo_04,Ian Bravo,2022-05-28 21:50:42 UTC,2022-09-07 04:24:36 UTC,research,CC-BY,https://www.inaturalist.org/observations/119137666,https://inaturalist-open-data.s3.amazonaws.com/photos/201363886/medium.jpeg,,,Ni idea que tipo de abeja sea.,2,0,false,2,"Villafontana, Fontana I, Tijuana, B.C., México",32.50114261,-116.8689091,4,,,,4,,,false,gps,gps,Halictus ligatus,Halictus ligatus,Halictus ligatus,Insecta,154298
121247497,Tue Jun 07 2022 13:04:40 GMT-0700 (PDT),07/06/2022,2022-06-07 20:04:40 UTC,Tijuana,246499,sulavanderplank,Sula Vanderplank,2022-06-11 15:28:38 UTC,2022-10-06 04:20:45 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/121247497,https://inaturalist-open-data.s3.amazonaws.com/photos/205178694/medium.jpg,,,,1,0,false,3,"Tijuana, MX-BN, MX",32.36969667,-116.9456117,4,,,,4,,,false,,,Rhus Fairy Bee,Perdita rhois,Perdita rhois,Insecta,271716
